p_mean,y_rate,count
0.4715486953641946,0.48060962728232987,6627
0.5010217639205742,0.505797319680771,6641
0.5107368204311176,0.5179975801572898,6612
0.519163811086197,0.5003773584905661,6625
0.5644354111440544,0.5522185330516148,6626
