,0
CAGR,-0.08492892543281694
Vol,0.009642043148906968
Sharpe,-8.80818765496238
MaxDD,-0.9721166654680106
HitRate,9.837678307919331e-05
Exposure,0.9952779144121987
TurnoverYr,86.00440115938136
AvgHoldDays,10.868630765515576
