p_mean,y_rate,count
0.4879024275515436,0.49506873879258817,6692
0.5103623383350651,0.5325887392900857,6536
0.5191221465503367,0.5041967309674569,6791
0.5247318010307626,0.5352813179981349,6434
0.5522030045614869,0.5262759351809784,6603
